195125.000244,21,2,46.224606604,7.307322497,551.989,-0.020,-0.021,-0.024,0.038,0.026,0.074,0.184,0.119,0.331
195126.000246,20,2,46.224606502,7.307322603,552.003,-0.024,0.012,-0.005,0.038,0.026,0.075,0.184,0.124,0.353
195127.000247,20,1,46.224606691,7.307322611,551.983,-0.011,0.020,0.050,0.038,0.026,0.075,0.097,0.067,0.197
195128.000249,20,1,46.224606596,7.307322632,552.022,0.018,0.011,-0.038,0.033,0.022,0.063,0.130,0.087,0.250
195129.000250,19,1,46.224606578,7.307322644,552.042,-0.009,-0.003,0.019,0.029,0.019,0.054,0.131,0.088,0.256
195130.000252,19,1,46.224606616,7.307322654,552.025,0.008,-0.000,-0.032,0.029,0.019,0.055,0.132,0.089,0.262
195131.000254,19,1,46.224606578,7.307322651,552.031,-0.006,0.000,-0.030,0.028,0.019,0.054,0.132,0.089,0.262
195132.000255,19,1,46.224606452,7.307322647,552.057,-0.000,-0.005,-0.048,0.028,0.019,0.054,0.132,0.089,0.262
195133.000257,19,1,46.224606634,7.307322575,552.018,0.006,0.009,-0.044,0.028,0.018,0.054,0.132,0.089,0.262
195134.000259,20,1,46.224606536,7.307322621,552.040,-0.037,0.013,0.062,0.028,0.018,0.053,0.131,0.088,0.256
195135.000260,20,1,46.224606565,7.307322609,552.025,-0.007,0.009,-0.045,0.028,0.018,0.053,0.130,0.087,0.250
195136.000262,20,1,46.224606528,7.307322709,552.037,-0.002,0.017,-0.012,0.027,0.018,0.052,0.130,0.087,0.250
195137.000264,21,2,46.224606595,7.307322614,552.021,-0.009,0.019,-0.010,0.027,0.018,0.052,0.127,0.084,0.246
195138.000265,21,2,46.224606538,7.307322630,552.026,-0.018,-0.003,0.015,0.027,0.018,0.051,0.127,0.084,0.246
195139.000267,21,2,46.224606470,7.307322654,552.053,-0.026,0.005,0.009,0.027,0.018,0.051,0.127,0.084,0.246
195140.000268,21,2,46.224606584,7.307322587,552.017,-0.001,0.011,-0.062,0.027,0.017,0.051,0.127,0.084,0.246
195141.000270,21,2,46.224606519,7.307322586,552.051,0.005,0.015,-0.005,0.027,0.017,0.051,0.127,0.084,0.246
195142.000272,21,2,46.224606537,7.307322694,552.046,-0.047,0.016,0.023,0.027,0.017,0.051,0.127,0.084,0.246
195143.000273,21,1,46.224606517,7.307322639,552.033,-0.043,0.008,-0.006,0.027,0.017,0.051,0.127,0.084,0.246
195144.000275,21,2,46.224606592,7.307322682,552.013,0.027,-0.003,-0.109,0.027,0.018,0.051,0.127,0.084,0.246
195145.000277,21,1,46.224606465,7.307322639,552.048,-0.026,0.006,0.041,0.027,0.018,0.051,0.127,0.084,0.246
195146.000278,21,1,46.224606428,7.307322634,552.054,0.010,-0.004,0.031,0.027,0.018,0.051,0.127,0.084,0.246
195147.000280,20,1,46.224606493,7.307322578,552.041,0.030,-0.019,-0.074,0.027,0.018,0.051,0.129,0.086,0.248
195148.000282,20,1,46.224606360,7.307322674,552.067,-0.040,0.018,0.038,0.027,0.018,0.051,0.130,0.087,0.250
195149.000283,20,1,46.224606387,7.307322724,552.054,0.003,0.002,-0.055,0.027,0.018,0.051,0.130,0.087,0.250
195150.000285,20,1,46.224606503,7.307322606,552.034,-0.026,0.006,0.039,0.027,0.018,0.051,0.130,0.087,0.250
195151.000287,20,1,46.224606420,7.307322595,552.042,-0.007,-0.004,-0.019,0.027,0.018,0.051,0.130,0.087,0.250
195152.000288,20,1,46.224606534,7.307322634,552.039,-0.021,0.012,0.022,0.027,0.018,0.051,0.130,0.087,0.250
195153.000290,20,1,46.224606511,7.307322559,552.032,0.016,-0.017,-0.039,0.027,0.018,0.051,0.130,0.087,0.250
195154.000291,20,1,46.224606470,7.307322611,552.036,-0.029,0.003,0.058,0.027,0.018,0.051,0.130,0.087,0.250
195155.000293,20,1,46.224606467,7.307322636,552.049,0.005,0.005,-0.051,0.027,0.018,0.051,0.130,0.087,0.250
195156.000295,20,1,46.224606532,7.307322632,552.027,-0.020,0.017,0.049,0.027,0.018,0.051,0.130,0.087,0.250
195157.000296,20,1,46.224606523,7.307322611,552.030,0.033,0.004,-0.082,0.027,0.018,0.051,0.130,0.087,0.250
195158.000298,20,1,46.224606440,7.307322581,552.037,-0.003,0.007,-0.040,0.027,0.018,0.051,0.130,0.087,0.250
195159.000300,20,1,46.224606496,7.307322662,552.038,0.002,-0.008,-0.019,0.027,0.018,0.051,0.130,0.087,0.250
195160.000301,20,1,46.224606468,7.307322628,552.047,-0.020,0.006,0.026,0.027,0.018,0.051,0.130,0.087,0.250
195161.000303,20,1,46.224606544,7.307322631,552.026,0.008,-0.000,-0.058,0.027,0.018,0.051,0.130,0.087,0.250
195162.000305,20,1,46.224606544,7.307322591,552.023,-0.021,-0.004,-0.017,0.027,0.018,0.051,0.130,0.087,0.250
195163.000306,20,1,46.224606508,7.307322580,552.032,0.007,-0.004,0.017,0.027,0.018,0.051,0.130,0.087,0.250
195164.000308,20,1,46.224606376,7.307322752,552.037,-0.038,0.041,0.052,0.027,0.018,0.051,0.130,0.087,0.250
195165.000310,20,1,46.224606415,7.307322677,552.057,-0.004,0.026,0.031,0.027,0.018,0.051,0.130,0.087,0.250
195166.000311,20,1,46.224606490,7.307322648,552.028,-0.028,-0.014,0.072,0.027,0.018,0.051,0.130,0.087,0.250
195167.000313,20,1,46.224606494,7.307322540,552.025,-0.003,-0.012,-0.022,0.027,0.018,0.051,0.130,0.087,0.250
195168.000315,20,1,46.224606412,7.307322563,552.058,0.011,0.001,0.006,0.027,0.018,0.051,0.130,0.087,0.250
195169.000316,20,1,46.224606379,7.307322626,552.050,-0.004,0.031,-0.049,0.027,0.018,0.051,0.130,0.087,0.250
195170.000318,20,1,46.224606393,7.307322639,552.037,-0.006,0.021,-0.007,0.027,0.018,0.051,0.130,0.087,0.250
195171.000320,20,1,46.224606408,7.307322544,552.030,-0.001,0.023,-0.026,0.027,0.018,0.051,0.130,0.087,0.250
195172.000321,20,2,46.224606409,7.307322592,552.049,-0.003,0.013,-0.032,0.027,0.018,0.051,0.130,0.087,0.250
195173.000323,20,1,46.224606421,7.307322617,552.033,-0.015,-0.001,0.004,0.027,0.018,0.051,0.130,0.087,0.250
195174.000325,20,1,46.224606476,7.307322601,552.029,-0.017,0.005,0.014,0.027,0.018,0.051,0.130,0.087,0.250
195175.000326,20,1,46.224606421,7.307322589,552.043,0.025,0.009,-0.056,0.027,0.018,0.051,0.130,0.087,0.250
195176.000328,20,1,46.224606412,7.307322699,552.031,-0.019,0.014,-0.003,0.027,0.018,0.051,0.130,0.087,0.250
195177.000330,20,1,46.224606414,7.307322641,552.023,-0.013,0.007,-0.017,0.027,0.018,0.051,0.130,0.087,0.250
195178.000331,20,1,46.224606425,7.307322606,552.037,-0.029,0.006,-0.036,0.027,0.018,0.051,0.130,0.087,0.250
195179.000333,20,1,46.224606386,7.307322558,552.035,-0.030,-0.023,-0.018,0.027,0.018,0.051,0.130,0.087,0.250
195180.000335,20,1,46.224606456,7.307322604,552.035,-0.023,-0.004,0.033,0.027,0.018,0.051,0.130,0.087,0.250
195181.000336,20,1,46.224606396,7.307322576,552.021,-0.025,-0.006,-0.033,0.027,0.018,0.051,0.130,0.087,0.250
195182.000338,20,1,46.224606411,7.307322602,552.024,0.007,0.015,-0.032,0.027,0.018,0.051,0.130,0.087,0.250
195183.000339,20,1,46.224606415,7.307322631,552.026,-0.012,0.022,0.031,0.027,0.018,0.051,0.130,0.087,0.250
195184.000341,20,1,46.224606438,7.307322688,552.034,0.028,0.013,-0.106,0.027,0.018,0.051,0.130,0.087,0.250
195185.000343,20,1,46.224606417,7.307322570,552.035,-0.021,0.000,0.032,0.027,0.018,0.051,0.130,0.087,0.250
195186.000344,20,2,46.224606423,7.307322673,552.027,-0.032,0.011,0.018,0.027,0.018,0.051,0.130,0.087,0.250
195187.000346,20,1,46.224606379,7.307322603,552.042,-0.032,0.024,0.055,0.027,0.018,0.051,0.130,0.087,0.250
195188.000348,20,1,46.224606377,7.307322557,552.021,-0.024,0.013,0.009,0.027,0.018,0.051,0.130,0.087,0.250
195189.000349,20,1,46.224606418,7.307322573,552.036,-0.025,0.025,-0.043,0.027,0.018,0.051,0.130,0.087,0.250
195190.000351,20,1,46.224606405,7.307322541,552.053,-0.018,-0.006,0.025,0.027,0.018,0.051,0.130,0.087,0.250
195191.000353,20,1,46.224606407,7.307322648,552.042,-0.018,0.027,0.052,0.027,0.018,0.051,0.130,0.087,0.250
195192.000354,20,1,46.224606329,7.307322603,552.048,-0.035,-0.011,0.030,0.027,0.018,0.051,0.130,0.087,0.250
195193.000356,20,1,46.224606484,7.307322557,552.023,0.009,-0.007,-0.015,0.027,0.018,0.051,0.130,0.087,0.250
195194.000358,20,1,46.224606430,7.307322584,552.043,0.014,-0.010,-0.009,0.027,0.018,0.051,0.130,0.087,0.250
195195.000359,20,1,46.224606503,7.307322558,552.022,0.014,0.000,-0.074,0.027,0.018,0.051,0.130,0.087,0.250
195196.000361,20,1,46.224606399,7.307322621,552.041,0.036,0.007,-0.073,0.027,0.018,0.051,0.130,0.087,0.250
195197.000363,20,1,46.224606471,7.307322634,552.037,-0.030,0.002,0.064,0.027,0.018,0.051,0.130,0.087,0.250
195198.000364,20,1,46.224606509,7.307322618,552.021,0.007,-0.006,-0.038,0.027,0.018,0.051,0.130,0.087,0.250
195199.000366,20,1,46.224606404,7.307322658,552.045,0.005,-0.005,-0.018,0.027,0.018,0.051,0.130,0.087,0.250
195200.000368,20,1,46.224606393,7.307322564,552.042,-0.057,0.003,0.085,0.027,0.018,0.051,0.130,0.087,0.250
195201.000369,20,1,46.224606522,7.307322649,552.024,-0.017,0.012,0.002,0.027,0.018,0.051,0.130,0.087,0.250
195202.000371,20,1,46.224606445,7.307322569,552.037,-0.012,0.022,0.017,0.027,0.018,0.051,0.130,0.087,0.250
195203.000373,20,1,46.224606448,7.307322570,552.026,0.031,0.008,-0.010,0.027,0.018,0.051,0.130,0.087,0.250
195204.000374,20,1,46.224606404,7.307322613,552.043,-0.026,0.024,0.034,0.027,0.018,0.051,0.130,0.087,0.250
195205.000376,20,1,46.224606471,7.307322589,552.021,-0.005,-0.004,0.019,0.027,0.018,0.051,0.130,0.087,0.250
195206.000378,20,1,46.224606511,7.307322592,552.019,-0.038,-0.006,0.064,0.027,0.018,0.051,0.130,0.087,0.250
195207.000379,20,1,46.224606468,7.307322637,552.010,-0.028,0.001,0.068,0.027,0.018,0.051,0.130,0.087,0.250
195208.000381,20,1,46.224606354,7.307322703,552.043,-0.010,0.008,0.041,0.027,0.018,0.051,0.130,0.087,0.250
195209.000383,20,1,46.224606392,7.307322618,552.026,-0.021,0.006,0.037,0.027,0.018,0.051,0.130,0.087,0.250
195210.000384,20,1,46.224606441,7.307322625,552.027,-0.019,0.008,-0.041,0.027,0.018,0.051,0.130,0.087,0.250
195211.000386,20,1,46.224606413,7.307322566,552.038,0.006,0.001,-0.006,0.027,0.018,0.051,0.130,0.087,0.250
195212.000388,20,1,46.224606572,7.307322587,552.012,0.009,0.004,-0.040,0.027,0.018,0.051,0.130,0.087,0.250
195213.000389,20,1,46.224606386,7.307322603,552.031,-0.025,0.005,0.035,0.027,0.018,0.051,0.130,0.087,0.250
195214.000391,20,1,46.224606453,7.307322500,552.021,-0.016,0.010,0.030,0.027,0.018,0.051,0.130,0.087,0.250
195215.000393,20,1,46.224606578,7.307322544,552.013,0.031,0.004,-0.012,0.027,0.018,0.051,0.130,0.087,0.250
195216.000394,20,1,46.224606408,7.307322511,552.026,0.013,0.007,-0.005,0.027,0.018,0.052,0.130,0.087,0.250
195217.000396,20,1,46.224606465,7.307322524,552.025,-0.021,-0.002,0.043,0.027,0.018,0.052,0.130,0.087,0.250
195218.000398,20,1,46.224606450,7.307322489,552.032,-0.029,0.002,0.013,0.027,0.018,0.052,0.130,0.087,0.250
195219.000399,20,1,46.224606584,7.307322490,552.018,0.022,0.027,-0.023,0.027,0.018,0.052,0.130,0.087,0.250
195220.000401,20,1,46.224606488,7.307322543,552.021,-0.002,-0.006,0.016,0.027,0.018,0.052,0.130,0.087,0.250
195221.000403,20,1,46.224606451,7.307322618,552.023,-0.033,0.015,0.041,0.027,0.018,0.052,0.130,0.087,0.250
